# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi    
  151       5.854571492660e-10       1.488196395000e-13      -6.192330297670e-12       1.033069741261e-15       3.554154058554e-12       5.964547722078e-13      -4.034039491690e-15 
  152       5.898305431372e-10       1.482366517561e-13      -6.200021320441e-12       1.047996580238e-15       3.487233887972e-12       5.877761140256e-13      -3.967219169377e-15 
  153       5.941804187755e-10       1.475961197338e-13      -6.204598681555e-12       1.063062428148e-15       3.422018814261e-12       5.792577373733e-13      -3.899982940293e-15 
  154       5.985054706354e-10       1.468992362191e-13      -6.206021747663e-12       1.078267742675e-15       3.358461069729e-12       5.709002000399e-13      -3.832505740885e-15 
  155       6.028043486020e-10       1.461472952329e-13      -6.204251364017e-12       1.093612963769e-15       3.296505217611e-12       5.627034789169e-13      -3.764969544415e-15 
  156       6.070756571542e-10       1.453416936903e-13      -6.199249892255e-12       1.109098513226e-15       3.236087992270e-12       5.546669561558e-13      -3.697563454759e-15 
  157       6.113179545269e-10       1.444839330607e-13      -6.190981248193e-12       1.124724794272e-15       3.177138139395e-12       5.467894053248e-13      -3.630483800224e-15 
  158       6.155297518734e-10       1.435756210279e-13      -6.179410939617e-12       1.140492191138e-15       3.119576256207e-12       5.390689775663e-13      -3.563934227342e-15 
  159       6.197095124283e-10       1.426184731497e-13      -6.164506104075e-12       1.156401068643e-15       3.063314631653e-12       5.315031877542e-13      -3.498125794686e-15 
  160       6.238556506698e-10       1.416143145181e-13      -6.146235546663e-12       1.172451771777e-15       3.008257086612e-12       5.240889006509e-13      -3.433277066672e-15 
  161       6.279666450926e-10       1.405650431283e-13      -6.124569737398e-12       1.188644607292e-15       2.954318689989e-12       5.168230155003e-13      -3.369570796975e-15 
  162       6.320413894927e-10       1.394725128618e-13      -6.099480723730e-12       1.204979787547e-15       2.901487201843e-12       5.097046169032e-13      -3.307019477082e-15 
  163       6.360788712916e-10       1.383386432795e-13      -6.070942282478e-12       1.221457480875e-15       2.849766783735e-12       5.027329885794e-13      -3.245588021768e-15 
  164       6.400780604082e-10       1.371654584532e-13      -6.038929996867e-12       1.238077828621e-15       2.799158543715e-12       4.959069214939e-13      -3.185236005031e-15 
  165       6.440379089431e-10       1.359550884501e-13      -6.003421294124e-12       1.254840944638e-15       2.749660467972e-12       4.892247032282e-13      -3.125917554173e-15 
  166       6.479573508648e-10       1.347097708159e-13      -5.964395483089e-12       1.271746914792e-15       2.701267352479e-12       4.826841073501e-13      -3.067581243884e-15 
  167       6.518353016943e-10       1.334318520588e-13      -5.921833791817e-12       1.288795796451e-15       2.653970734641e-12       4.762823827850e-13      -3.010169990318e-15 
  168       6.556706581906e-10       1.321237891332e-13      -5.875719405184e-12       1.305987617987e-15       2.607758824943e-12       4.700162431859e-13      -2.953620945177e-15 
  169       6.594622980358e-10       1.307881509236e-13      -5.826037502490e-12       1.323322378273e-15       2.562616438596e-12       4.638818563046e-13      -2.897865389789e-15 
  170       6.632090795206e-10       1.294276197280e-13      -5.772775295065e-12       1.340800046182e-15       2.518524927185e-12       4.578748333617e-13      -2.842828629191e-15 
  171       6.669098412292e-10       1.280449927418e-13      -5.715922063873e-12       1.358420560081e-15       2.475462110317e-12       4.519902184180e-13      -2.788429886208e-15 
  172       6.705634017247e-10       1.266431835418e-13      -5.655469197116e-12       1.376183827335e-15       2.433402207264e-12       4.462224777441e-13      -2.734582195532e-15 
  173       6.741685592344e-10       1.252252235696e-13      -5.591410227841e-12       1.394089723796e-15       2.392315768617e-12       4.405654891920e-13      -2.681192297808e-15 
  174       6.777240913349e-10       1.237942636155e-13      -5.523740871540e-12       1.412138093310e-15       2.352169607926e-12       4.350125315650e-13      -2.628160533709e-15 
  175       6.812287546375e-10       1.223535753020e-13      -5.452459063761e-12       1.430328747207e-15       2.312926733352e-12       4.295562739886e-13      -2.575380738018e-15 
  176       6.846812844732e-10       1.209065525681e-13      -5.377564997707e-12       1.448661463802e-15       2.274546279314e-12       4.241887652813e-13      -2.522740133711e-15 
  177       6.880803945783e-10       1.194567131524e-13      -5.299061161844e-12       1.467135987895e-15       2.236983438133e-12       4.189014233247e-13      -2.470119226034e-15 
  178       6.914247767792e-10       1.180077000772e-13      -5.216952377505e-12       1.485752030264e-15       2.200189391681e-12       4.136850244345e-13      -2.417391696587e-15 
  179       6.947131006779e-10       1.165632831323e-13      -5.131245836492e-12       1.504509267166e-15       2.164111243031e-12       4.085296927313e-13      -2.364424297401e-15 
  180       6.979440998285e-10       1.151272306296e-13      -5.041949987407e-12       1.523407305016e-15       2.128702618040e-12       4.034269622540e-13      -2.311106700702e-15 
  181       7.011168385833e-10       1.137029101694e-13      -4.949071017088e-12       1.542445572345e-15       2.093956555263e-12       3.983761688063e-13      -2.257443922760e-15 
