# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  137       6.496983534027e-10       3.299525122570e-13      -3.903090015916e-12       1.068502795559e-15       5.095475222405e-12       8.400971080017e-13      -7.237328975734e-15 
  138       6.525697873799e-10       3.328617169343e-13      -3.988077486428e-12       1.083656987218e-15       4.990675909587e-12       8.271087707506e-13      -7.153492723730e-15 
  139       6.554656303149e-10       3.356979289272e-13      -4.071253744727e-12       1.098935934311e-15       4.888778562100e-12       8.144134521183e-13      -7.070658786352e-15 
  140       6.583838171029e-10       3.384600708560e-13      -4.152542429398e-12       1.114344254507e-15       4.789646166078e-12       8.019967150559e-13      -6.988554681207e-15 
  141       6.613220102158e-10       3.411471351871e-13      -4.231867931230e-12       1.129886791772e-15       4.693123101485e-12       7.898420171554e-13      -6.906885143715e-15 
  142       6.642775932606e-10       3.437581860475e-13      -4.309155439739e-12       1.145568620108e-15       4.599034729602e-12       7.779306630856e-13      -6.825331660533e-15 
  143       6.672476645379e-10       3.462923610374e-13      -4.384330989704e-12       1.161395047302e-15       4.507186980508e-12       7.662417570281e-13      -6.743552002970e-15 
  144       6.702295558018e-10       3.487489041408e-13      -4.457321756647e-12       1.177370497038e-15       4.417406902562e-12       7.547567951097e-13      -6.661252405227e-15 
  145       6.732224597775e-10       3.511272642828e-13      -4.528056877899e-12       1.193495023136e-15       4.329669687219e-12       7.434740533833e-13      -6.578413103900e-15 
  146       6.762259515971e-10       3.534270099814e-13      -4.596466801308e-12       1.209767457182e-15       4.243983441280e-12       7.323955344956e-13      -6.495084250216e-15 
  147       6.792394746135e-10       3.556478010980e-13      -4.662483091093e-12       1.226186496617e-15       4.160349173855e-12       7.215224343493e-13      -6.411315213177e-15 
  148       6.822623369774e-10       3.577893908298e-13      -4.726038475803e-12       1.242750702036e-15       4.078760619249e-12       7.108551212054e-13      -6.327154530477e-15 
  149       6.852937082139e-10       3.598516277020e-13      -4.787066896281e-12       1.259458494480e-15       3.999204059868e-12       7.003931147858e-13      -6.242649859421e-15 
  150       6.883326158000e-10       3.618344575603e-13      -4.845503553621e-12       1.276308152740e-15       3.921658149108e-12       6.901350653765e-13      -6.157847927848e-15 
  151       6.913779417412e-10       3.637379255629e-13      -4.901284957130e-12       1.293297810649e-15       3.846093734252e-12       6.800787329296e-13      -6.072794485046e-15 
  152       6.944284191485e-10       3.655621781727e-13      -4.954348972292e-12       1.310425454383e-15       3.772473679370e-12       6.702209661666e-13      -5.987534252676e-15 
  153       6.974826288154e-10       3.673074651500e-13      -5.004634868727e-12       1.327688919756e-15       3.700752688207e-12       6.605576816806e-13      -5.902110875686e-15 
  154       7.005389957951e-10       3.689741415444e-13      -5.052083368150e-12       1.345085889515e-15       3.630877127087e-12       6.510838430392e-13      -5.816566873236e-15 
  155       7.035957859769e-10       3.705626696872e-13      -5.096636692336e-12       1.362613890643e-15       3.562784847802e-12       6.417934398872e-13      -5.730943589613e-15 
  156       7.066511026637e-10       3.720736211836e-13      -5.138238611079e-12       1.380270291651e-15       3.496405010513e-12       6.326794670491e-13      -5.645281145152e-15 
  157       7.097028831487e-10       3.735076789052e-13      -5.176834490152e-12       1.398052299879e-15       3.431657906643e-12       6.237339036320e-13      -5.559618387156e-15 
  158       7.127488952922e-10       3.748656389818e-13      -5.212371339271e-12       1.415956958789e-15       3.368454781772e-12       6.149476921280e-13      -5.473992840816e-15 
  159       7.157867340990e-10       3.761484127944e-13      -5.244797860052e-12       1.433981145267e-15       3.306697658534e-12       6.063107175172e-13      -5.388440660127e-15 
  160       7.188138182951e-10       3.773570289666e-13      -5.274064493977e-12       1.452121566917e-15       3.246279159516e-12       5.978117863701e-13      -5.302996578810e-15 
  161       7.218277618957e-10       3.784926099577e-13      -5.300123433664e-12       1.470375498110e-15       3.187104432961e-12       5.894411994151e-13      -5.217697323359e-15 
  162       7.248275330221e-10       3.795562953300e-13      -5.322928557131e-12       1.488743066963e-15       3.129159480680e-12       5.811987687703e-13      -5.132592294388e-15 
